,portfolio,month,year,Source,Generation
610,1,11,2019,MW_gen,12.26
611,1,12,2019,MW_gen,8.18
612,1,1,2019,MW_gen,8.28
613,1,2,2019,MW_gen,20.14
614,1,3,2019,MW_gen,36.24
615,1,4,2019,MW_gen,34.2
616,1,5,2019,MW_gen,36.41
617,1,6,2019,MW_gen,43.36
618,1,7,2019,MW_gen,48.43
619,1,8,2019,MW_gen,46.35
620,1,9,2019,MW_gen,31.31
621,1,10,2019,MW_gen,24.01
622,1,11,2019,MW_gen,11.27
623,1,12,2019,MW_gen,7.25
624,1,1,2019,MW_gen,12.43
625,1,2,2019,MW_gen,14.82
626,1,3,2019,MW_gen,31.0
627,1,4,2019,MW_gen,26.12
628,1,5,2019,MW_gen,31.95
629,1,6,2019,MW_gen,39.89
630,1,7,2019,MW_gen,44.44
631,1,8,2019,MW_gen,42.73
632,1,9,2019,MW_gen,27.72
633,1,10,2019,MW_gen,25.03
634,1,11,2019,MW_gen,10.61
635,1,12,2019,MW_gen,7.53
636,1,1,2019,MW_gen,2.74
637,1,2,2019,MW_gen,6.23
638,1,3,2019,MW_gen,29.64
639,1,4,2019,MW_gen,34.79
640,1,5,2019,MW_gen,36.94
641,1,6,2019,MW_gen,43.04
642,1,7,2019,MW_gen,47.56
643,1,8,2019,MW_gen,45.5
644,1,9,2019,MW_gen,33.94
645,1,10,2019,MW_gen,23.59
646,1,11,2019,MW_gen,11.1
647,1,12,2019,MW_gen,4.56
1504,1,1,2019,weather_adj,11.29
1505,1,2,2019,weather_adj,10.13
1506,1,3,2019,weather_adj,30.03
1507,1,4,2019,weather_adj,27.67
1508,1,5,2019,weather_adj,34.0
1509,1,6,2019,weather_adj,40.43
1510,1,7,2019,weather_adj,39.56
1511,1,8,2019,weather_adj,46.78
1512,1,9,2019,weather_adj,28.98
1513,1,10,2019,weather_adj,24.85
1514,1,11,2019,weather_adj,12.55
1515,1,12,2019,weather_adj,15.03
1516,1,1,2019,weather_adj,13.12
1517,1,2,2019,weather_adj,19.59
1518,1,3,2019,weather_adj,19.32
1519,1,4,2019,weather_adj,30.43
1520,1,5,2019,weather_adj,34.86
1521,1,6,2019,weather_adj,42.63
1522,1,7,2019,weather_adj,50.53
1523,1,8,2019,weather_adj,45.08
1524,1,9,2019,weather_adj,31.94
1525,1,10,2019,weather_adj,23.39
1526,1,11,2019,weather_adj,10.78
1527,1,12,2019,weather_adj,5.83
1528,1,1,2019,weather_adj,5.01
1529,1,2,2019,weather_adj,1.03
1530,1,3,2019,weather_adj,9.0
1531,1,4,2019,weather_adj,27.6
1532,1,5,2019,weather_adj,38.89
1533,1,6,2019,weather_adj,38.6
1534,1,7,2019,weather_adj,45.47
1535,1,8,2019,weather_adj,39.33
1536,1,9,2019,weather_adj,24.58
1537,1,10,2019,weather_adj,21.15
1538,1,11,2019,weather_adj,7.7
1539,1,12,2019,weather_adj,1.88
1540,1,1,2019,weather_adj,4.97
1541,1,2,2019,weather_adj,8.88
